subplot,veg_plot,quadrant,species,base_D,height_2021,collection_date,quadrant_fern_tally,,,,,,,,,
A01W,SW,NW,ACRU,1.4,10.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,2.2,18.1,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,7.6,71.3,7/22/21,,,,,,,,,,
A01W,SW,NW,ACSA,1.8,10.3,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,1.1,10.2,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,1.9,15.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,1.35,6.9,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.1,13.2,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.4,10.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.5,10.1,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.2,7.3,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,5,4.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,5.4,55.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,2.9,21.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,4.8,37.1,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,0.85,5.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,3.4,17.1,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,5.4,52.3,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,5.6,64.6,7/22/21,,,,,,,,,,
A01W,SW,NW,ACPE,7.6,60.7,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,0.9,11.2,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.7,13.9,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.4,10.2,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.3,10.8,7/22/21,,,,,,,,,,
A01W,SW,NW,ACRU,1.2,13.4,7/22/21,,,,,,,,,,
A01W,SE,NW,FAGR,3.7,22.1,7/22/21,,,,,,,,,,
A01W,SE,NW,FAGR,2.9,17.6,7/22/21,,,,,,,,,,
A01W,SE,NW,ACPE,1.15,6.2,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,0.7,5.1,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.3,10.9,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.85,13.6,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.2,15.7,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,2.1,10.8,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.1,7.6,7/22/21,,,,,,,,,,
A01W,SE,NW,ACRU,1.7,11.2,7/22/21,,,,,,,,,,
C04E,NE,SE,PIST,18.55,142.5,7/28/21,,,,,,,,,,
C04E,NE,SE,AMEL,3.2,30,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,2,10.6,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,2,8.1,7/28/21,,,,,,,,,,
C04E,NE,SE,QURU,8.95,25.4,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,1.4,10,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,1.35,8.6,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,2.2,15.1,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,3,8.4,7/28/21,,,,,,,,,,
C04E,SE,NW,AMEL,2.15,8.8,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,1.85,10.9,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,1.6,10.7,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,2.6,15.9,7/28/21,,,,,,,,,,
C04E,SE,NW,ACRU,1.7,6.4,7/28/21,,,,,,,,,,
C04E,SE,SE,ACRU,1.65,9.1,7/28/21,,,,,,,,,,
C04E,SE,SE,AMEL,2.85,14.8,7/28/21,,,,,,,,,,
C04E,SE,SE,AMEL,2,22,7/28/21,,,,,,,,,,
C04E,SE,SE,ACRU,1,6,7/28/21,,,,,,,,,,
C04E,SE,SE,ACRU,1.3,7.6,7/28/21,,,,,,,,,,
C04E,SW,NW,ACRU,1.65,8.5,7/28/21,,,,,,,,,,
C04E,SW,NW,ACRU,1.45,5.6,7/28/21,,,,,,,,,,
C04E,SW,NW,ACRU,1.65,8.4,7/28/21,,,,,,,,,,
C04E,SW,NW,ACPE,1,5.8,7/28/21,,,,,,,,,,
C04E,SW,NW,ACRU,1.35,6.3,7/28/21,,,,,,,,,,
C04E,SW,NW,ACRU,1.4,6.2,7/28/21,,,,,,,,,,
C04E,SW,SE,ACRU,3.55,14.1,7/28/21,,,,,,,,,,
C04E,SW,SE,ACRU,1.75,8,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,1.5,9.2,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,1.4,6.3,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,2.3,10.3,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,2.45,9.4,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,3.6,7.5,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,3,9.1,7/28/21,,,,,,,,,,
C04E,NW,NW,ACPE,7.95,71.7,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,1.65,7.9,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,2,10.7,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,2.9,10.3,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,1.15,6.6,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,2,14.3,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,3.8,16.1,7/28/21,,,,,,,,,,
C04E,NW,NW,ACRU,2.8,13.1,7/28/21,,,,,,,,,,
C01W,NE,SE,PIST,1.35,7.1,7/27/21,,,,,,,,,,
C01W,NE,SE,ACRU,1.05,6.3,7/27/21,,,,,,,,,,
C01W,NE,SE,ACRU,1.2,7.1,7/27/21,,,,,,,,,,
C01W,NE,SE,ACRU,1.2,5.6,7/27/21,,,,,,,,,,
C01W,SE,SE,ACRU,3.1,26.5,7/27/21,,,,,,,,,,
C01W,SE,SE,ACRU,3.7,74.2,7/27/21,,,,,,,,,,
C01W,SE,SE,ACRU,2,9.2,7/27/21,,,,,,,,,,
C01W,SE,SE,ACRU,4.8,40.1,7/27/21,,,,,,,,,,
C01W,SE,SE,ACRU,4,31.6,7/27/21,,,,,,,,,,
C01W,SE,SE,ACRU,1.6,13,7/27/21,,,,,,,,,,
C01W,SW,SE,ACPE,1,4.8,7/27/21,,,,,,,,,,
C01W,NW,SE,FAGR,11,141.5,7/27/21,,,,,,,,,,
C01W,NW,SE,FAGR,10,60.5,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,2.35,9.9,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,2,10,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,1.6,6.7,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,1.9,8.4,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,1.25,9.3,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,1.2,4.4,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,2.4,10.1,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,3.1,7.4,7/27/21,,,,,,,,,,
C01E,NE,SE,ACRU,1.05,5,7/27/21,,,,,,,,,,
C01E,SE,SE,ACRU,1.2,6.8,7/27/21,,,,,,,,,,
C01E,SW,SE,AMEL,6.25,52.5,7/27/21,,,,,,,,,,
C01E,SW,SE,AMEL,1.6,15.6,7/27/21,,,,,,,,,,
C01E,SW,SE,ACRU,1.1,7.3,7/27/21,,,,,,,,,,
C01E,NW,SE,ACRU,1.1,8.1,7/27/21,,,,,,,,,,
C01E,NW,SE,ACRU,1,6.3,7/27/21,,,,,,,,,,
C01E,NW,SE,ACRU,0.8,5.8,7/27/21,,,,,,,,,,
C01E,NW,SE,ACRU,1,5.9,7/27/21,,,,,,,,,,
C01E,NW,SE,ACRU,1.1,8.2,7/27/21,,,,,,,,,,
C02W,NE,NW,ACRU,3.4,17.5,7/28/21,,,,,,,,,,
C02W,NE,NW,PIST,2.2,11.5,7/28/21,,,,,,,,,,
C02W,NE,NW,ACRU,1.65,11.7,7/28/21,,,,,,,,,,
C02W,NE,NW,ACPE,1.35,8.5,7/28/21,,,,,,,,,,
C02W,NE,NW,ACRU,1.4,12,7/28/21,,,,,,,,,,
C02W,NE,NW,ACPE,1.25,5.6,7/28/21,,,,,,,,,,
C02W,NE,NW,ACPE,8.6,71.6,7/28/21,,,,,,,,,,
C02W,NE,NW,ACRU,1.3,5.7,7/28/21,,,,,,,,,,
C02W,NE,NW,ACPE,2,12.3,7/28/21,,,,,,,,,,
C02W,NE,SE,AMEL,1.9,10.3,7/28/21,,,,,,,,,,
C02W,NE,SE,AMEL,2.3,12.2,7/28/21,,,,,,,,,,
C02W,NE,SE,ACPE,1.25,9.5,7/28/21,,,,,,,,,,
C02W,NE,SE,ACPE,1.5,6.3,7/28/21,,,,,,,,,,
C02W,NE,SE,ACRU,1.65,7.6,7/28/21,,,,,,,,,,
C02W,NE,SE,ACPE,1.8,11.3,7/28/21,,,,,,,,,,
C02W,NE,SE,ACPE,8.05,107.5,7/28/21,,,,,,,,,,
C02W,NE,SE,ACRU,0.9,8.1,7/28/21,,,,,,,,,,
C02W,SE,NW,ACPE,1.5,8.5,7/28/21,,,,,,,,,,
C02W,SE,NW,ACPE,3.6,29.8,7/28/21,,,,,,,,,,
C02W,SE,NW,ACPE,5.5,47.2,7/28/21,,,,,,,,,,
C02W,SE,SE,ACRU,1.2,8.4,7/28/21,,,,,,,,,,
C02W,SE,SE,ACPE,5.3,34.5,7/28/21,,,,,,,,,,
C02W,SE,SE,ACRU,1.3,6.9,7/28/21,,,,,,,,,,
C02W,SW,NW,ACRU,2.6,10.5,7/28/21,,,,,,,,,,
C02W,SW,NW,ACPE,6.85,60.6,7/28/21,,,,,,,,,,
C02W,SW,NW,ACPE,6.4,118.2,7/28/21,,,,,,,,,,
C02W,SW,NW,ACPE,4.8,55.7,7/28/21,,,,,,,,,,
C02W,SW,NW,ACRU,2.3,11.4,7/28/21,,,,,,,,,,
C02W,SW,NW,ACRU,2.85,19.1,7/28/21,,,,,,,,,,
C02W,SW,NW,ACPE,0.6,5.7,7/28/21,,,,,,,,,,
C02W,SW,NW,AMEL,4.25,43.5,7/28/21,,,,,,,,,,
C02W,SW,NW,ACPE,1.55,10.6,7/28/21,,,,,,,,,,
C02W,SW,SE,ACRU,1.55,9.1,7/28/21,,,,,,,,,,
C02W,SW,SE,ACRU,2.6,14.1,7/28/21,,,,,,,,,,
C02W,SW,SE,ACRU,2.9,18.6,7/28/21,,,,,,,,,,
C02W,NW,NW,QURU,1.9,8.3,7/28/21,,,,,,,,,,
C02W,NW,NW,ACRU,1.55,11.3,7/28/21,,,,,,,,,,
C02W,NW,NW,ACPE,1.2,9.8,7/28/21,,,,,,,,,,
C02W,NW,SE,AMEL,3,24.4,7/28/21,,,,,,,,,,
C02W,NW,SE,ACPE,3.75,33.8,7/28/21,,,,,,,,,,
C02W,NW,SE,AMEL,1.8,13,7/28/21,,,,,,,,,,
C02W,NW,SE,ACPE,2.55,14.2,7/28/21,,,,,,,,,,
C02E,NE,NW,ACPE,3.9,31.3,7/28/21,,,,,,,,,,
C02E,NE,NW,ACRU,2.4,10,7/28/21,,,,,,,,,,
C02E,NE,NW,ACRU,2,11.7,7/28/21,,,,,,,,,,
C02E,NE,NW,ACRU,1.2,8.4,7/28/21,,,,,,,,,,
C02E,NE,SE,AMEL,4.5,49,7/28/21,,,,,,,,,,
C02E,NE,SE,AMEL,2.1,20.6,7/28/21,,,,,,,,,,
C02E,NE,SE,ACRU,4.85,9.3,7/28/21,,,,,,,,,,
C02E,NE,SE,AMEL,1.6,20.5,7/28/21,,,,,,,,,,
C02E,NE,SE,AMEL,1.3,9.4,7/28/21,,,,,,,,,,
C02E,NE,SE,AMEL,1.5,8.1,7/28/21,,,,,,,,,,
C02E,NE,SE,ACRU,1.45,7.9,7/28/21,,,,,,,,,,
C02E,NE,SE,ACRU,4,8.3,7/28/21,,,,,,,,,,
C02E,SE,NW,AMEL,2.5,11.2,7/28/21,,,,,,,,,,
C02E,SE,NW,ACPE,7.2,83,7/28/21,,,,,,,,,,
C02E,SE,NW,AMEL,4.35,23.4,7/28/21,,,,,,,,,,
C02E,SE,NW,ACPE,1.05,5,7/28/21,,,,,,,,,,
C02E,SE,SE,ACRU,1.85,7.6,7/28/21,,,,,,,,,,
C02E,SE,SE,ACRU,3.15,7.8,7/28/21,,,,,,,,,,
C02E,SE,SE,ACPE,3.8,31.7,7/28/21,,,,,,,,,,
C02E,SE,SE,ACPE,2.95,6.3,7/28/21,,,,,,,,,,
C02E,SW,NW,ACRU,4,28.2,7/28/21,,,,,,,,,,
C02E,SW,NW,ACRU,1.75,14.2,7/28/21,,,,,,,,,,
C02E,SW,NW,ACRU,1.75,12.9,7/28/21,,,,,,,,,,
C02E,SW,NW,AMEL,3.4,25.9,7/28/21,,,,,,,,,,
C02E,SW,NW,AMEL,2.1,11.9,7/28/21,,,,,,,,,,
C02E,SW,NW,ACPE,2.7,12.9,7/28/21,,,,,,,,,,
C02E,SW,NW,ACPE,2,12.1,7/28/21,,,,,,,,,,
C02E,SW,SE,ACRU,1.8,9.1,7/28/21,,,,,,,,,,
C02E,SW,SE,ACRU,2.15,11.8,7/28/21,,,,,,,,,,
C02E,SW,SE,ACRU,1.25,7.2,7/28/21,,,,,,,,,,
C02E,SW,SE,ACRU,1.65,9.9,7/28/21,,,,,,,,,,
C02E,NW,NW,ACRU,1.35,6.6,7/28/21,,,,,,,,,,
C02E,NW,NW,ACRU,2.1,11.5,7/28/21,,,,,,,,,,
C02E,NW,NW,ACPE,11.8,171,7/28/21,,,,,,,,,,
C02E,NW,NW,ACRU,1.7,8,7/28/21,,,,,,,,,,
C02E,NW,NW,ACRU,1,6.6,7/28/21,,,,,,,,,,
C02E,NW,SE,ACRU,1.45,8.3,7/28/21,,,,,,,,,,
C02E,NW,SE,ACRU,1.25,5.9,7/28/21,,,,,,,,,,
C02E,NW,SE,ACRU,1.8,9.2,7/28/21,,,,,,,,,,
C02E,NW,SE,ACPE,5.2,21,7/28/21,,,,,,,,,,
C02E,NW,SE,ACRU,1.5,10.3,7/28/21,,,,,,,,,,
C02E,NW,SE,ACRU,0.9,6.7,7/28/21,,,,,,,,,,
C03W,NE,NW,ACPE,1.05,4.5,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,3.8,18.2,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,3.2,22.1,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,2.5,16,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,2.2,15.9,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,2.3,12.2,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,2.1,16.3,7/28/21,,,,,,,,,,
C03W,NE,NW,FAGR,11.5,76.5,7/28/21,,,,,,,,,,
C03W,NE,NW,ACPE,1.85,8.4,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,2.95,18.8,7/28/21,,,,,,,,,,
C03W,NE,NW,ACPE,1.2,8.1,7/28/21,,,,,,,,,,
C03W,NE,NW,AMEL,3,29.5,7/28/21,,,,,,,,,,
C03W,NE,SE,ACPE,7,95,7/28/21,,,,,,,,,,
C03W,NE,SE,ACPE,2.3,23.4,7/28/21,,,,,,,,,,
C03W,NE,SE,ACPE,3.25,38.4,7/28/21,,,,,,,,,,
C03W,NE,SE,ACPE,1.15,8.3,7/28/21,,,,,,,,,,
C03W,NE,SE,ACPE,1.65,12.1,7/28/21,,,,,,,,,,
C03W,SE,NW,ACRU,2.9,14.4,7/28/21,,,,,,,,,,
C03W,SE,NW,ACRU,1.75,9.1,7/28/21,,,,,,,,,,
C03W,SE,NW,ACPE,3,18.2,7/28/21,,,,,,,,,,
C03W,SE,NW,ACPE,3.15,20.9,7/28/21,,,,,,,,,,
C03W,SE,NW,PIST,10.4,67.5,7/28/21,,,,,,,,,,
C03W,SE,NW,ACPE,1.65,10.2,7/28/21,,,,,,,,,,
C03W,SE,SE,ACPE,3.8,15.3,7/28/21,,,,,,,,,,
C03W,SE,SE,ACPE,1.4,7,7/28/21,,,,,,,,,,
C03W,SE,SE,ACPE,2,7.6,7/28/21,,,,,,,,,,
C03W,SE,SE,ACRU,2.15,8.6,7/28/21,,,,,,,,,,
C03W,SE,SE,ACPE,1.1,7,7/28/21,,,,,,,,,,
C03W,SW,NW,ACPE,0.6,4,7/28/21,,,,,,,,,,
C03W,SW,NW,PIST,8.8,37,7/28/21,,,,,,,,,,
C03W,SW,NW,ACRU,2.1,11.4,7/28/21,,,,,,,,,,
C03W,SW,NW,ACPE,1.8,15.1,7/28/21,,,,,,,,,,
C03W,SW,NW,ACPE,1.5,12.9,7/28/21,,,,,,,,,,
C03W,SW,NW,ACPE,1.8,13.8,7/28/21,,,,,,,,,,
C03W,SW,NW,AMEL,4.85,28.5,7/28/21,,,,,,,,,,
C03W,SW,NW,AMEL,2.9,15,7/28/21,,,,,,,,,,
C03W,SW,NW,ACPE,1.15,9.3,7/28/21,,,,,,,,,,
C03W,SW,SE,ACPE,2.85,20.2,7/28/21,,,,,,,,,,
C03W,SW,SE,ACPE,2,13,7/28/21,,,,,,,,,,
C03W,SW,SE,ACPE,1.9,17.6,7/28/21,,,,,,,,,,
C03W,SW,SE,ACPE,1.35,7,7/28/21,,,,,,,,,,
C03W,NW,NW,ACPE,1.7,13.9,7/28/21,,,,,,,,,,
C03W,NW,NW,PIST,2.85,19.9,7/28/21,,,,,,,,,,
C03W,NW,NW,ACPE,0.9,7,7/28/21,,,,,,,,,,
C03W,NW,NW,ACRU,2,11.9,7/28/21,,,,,,,,,,
C03W,NW,NW,QURU,2.95,11.3,7/28/21,,,,,,,,,,
C03W,NW,NW,ACPE,1.5,9.4,7/28/21,,,,,,,,,,
C03W,NW,NW,AMEL,2.9,17.3,7/28/21,,,,,,,,,,
C03W,NW,NW,AMEL,2.35,17.6,7/28/21,,,,,,,,,,
C03W,NW,NW,ACRU,3.95,13.2,7/28/21,,,,,,,,,,
C03W,NW,NW,AMEL,1.9,15.3,7/28/21,,,,,,,,,,
C03W,NW,NW,ACPE,3.4,28.1,7/28/21,,,,,,,,,,
C03W,NW,NW,ACPE,3.9,21.5,7/28/21,,,,,,,,,,
C03W,NW,NW,ACPE,1.1,11.5,7/28/21,,,,,,,,,,
C03W,NW,NW,ACRU,1.65,8,7/28/21,,,,,,,,,,
C03W,NW,SE,ACPE,12.85,170,7/28/21,,,,,,,,,,
C03W,NW,SE,ACPE,7.35,114,7/28/21,,,,,,,,,,
C03W,NW,SE,ACPE,2.6,10.6,7/28/21,,,,,,,,,,
C03W,NW,SE,ACRU,3.35,17.5,7/28/21,,,,,,,,,,
C03W,NW,SE,ACPE,1.2,8.5,7/28/21,,,,,,,,,,
C03E,NE,NW,ACRU,2.75,7.9,7/28/21,,,,,,,,,,
C03E,NE,NW,ACPE,0.75,4.4,7/28/21,,,,,,,,,,
C03E,NE,NW,ACPE,1.2,5,7/28/21,,,,,,,,,,
C03E,NE,NW,ACRU,1,4.8,7/28/21,,,,,,,,,,
C03E,NE,SE,ACRU,1.45,6,7/28/21,,,,,,,,,,
C03E,NE,SE,ACPE,0.8,5.1,7/28/21,,,,,,,,,,
C03E,NE,SE,ACRU,1.55,9.2,7/28/21,,,,,,,,,,
C03E,NE,SE,ACPE,4.1,27.9,7/28/21,,,,,,,,,,
C03E,SE,NW,PIST,6.1,35,7/28/21,,,,,,,,,,
C03E,SE,NW,ACPE,1.7,7.3,7/28/21,,,,,,,,,,
C03E,SE,NW,ACPE,1.6,7.1,7/28/21,,,,,,,,,,
C03E,SE,SE,ACRU,3.2,13.9,7/28/21,,,,,,,,,,
C03E,SE,SE,ACPE,1.95,9.8,7/28/21,,,,,,,,,,
C03E,SE,SE,ACRU,2.45,11.3,7/28/21,,,,,,,,,,
C03E,SE,SE,ACPE,1.2,4.6,7/28/21,,,,,,,,,,
C03E,SW,NW,ACRU,2.05,7.5,7/28/21,,,,,,,,,,
C03E,SW,NW,ACRU,2.15,8.2,7/28/21,,,,,,,,,,
C03E,SW,SE,ACPE,9,103.5,7/28/21,,,,,,,,,,
C03E,SW,SE,ACPE,4.65,59.5,7/28/21,,,,,,,,,,
C03E,SW,SE,ACRU,2.15,14.4,7/28/21,,,,,,,,,,
C03E,SW,SE,QURU,2.9,6.5,7/28/21,,,,,,,,,,
C03E,NW,NW,ACRU,2.2,6,7/28/21,,,,,,,,,,
C03E,NW,NW,ACRU,2.45,9.9,7/28/21,,,,,,,,,,
C03E,NW,NW,ACRU,3.25,17,7/28/21,,,,,,,,,,
C03E,NW,NW,ACPE,1.2,5,7/28/21,,,,,,,,,,
C03E,NW,NW,ACRU,1,6.8,7/28/21,,,,,,,,,,
C03E,NW,NW,FAGR,8.8,95,7/28/21,,,,,,,,,,
C03E,NW,NW,ACRU,1.35,5.4,7/28/21,,,,,,,,,,
C03E,NW,NW,ACPE,0.75,5.1,7/28/21,,,,,,,,,,
C03E,NW,SE,AMEL,3.45,25.7,7/28/21,,,,,,,,,,
C03E,NW,SE,ACPE,1.2,4.6,7/28/21,,,,,,,,,,
C03E,NW,SE,ACPE,1.2,7.3,7/28/21,,,,,,,,,,
C03E,NW,SE,AMEL,3.6,46.5,7/28/21,,,,,,,,,,
C03E,NW,SE,ACPE,2.2,6.4,7/28/21,,,,,,,,,,
C03E,NW,SE,ACPE,1.1,5.9,7/28/21,,,,,,,,,,
C03E,NW,SE,ACPE,1.2,5.6,7/28/21,,,,,,,,,,
C04W,NE,NW,PIST,1.45,6.7,7/28/21,,,,,,,,,,
C04W,NE,NW,ACPE,0.7,4.7,7/28/21,,,,,,,,,,
C04W,NE,NW,ACPE,1,6,7/28/21,,,,,,,,,,
C04W,NE,SE,ACRU,1.5,6.9,7/28/21,,,,,,,,,,
C04W,NE,SE,ACPE,0.65,6.5,7/28/21,,,,,,,,,,
C04W,NE,SE,ACPE,1,7.1,7/28/21,,,,,,,,,,
C04W,SE,NW,ACPE,1.9,10.7,7/28/21,,,,,,,,,,
C04W,SE,SE,PIST,1.7,7.1,7/28/21,,,,,,,,,,
C04W,SE,SE,AMEL,4.15,40.1,7/28/21,,,,,,,,,,
C04W,SW,NW,PIST,13.7,63.5,7/28/21,,,,,,,,,,
C04W,SW,NW,AMEL,0.85,7.9,7/28/21,,,,,,,,,,
C04W,SW,SE,ACRU,1,4.4,7/28/21,,,,,,,,,,
C04W,NW,NW,AMEL,4.45,22,7/28/21,,,,,,,,,,
C04W,NW,NW,QURU,1.6,13.8,7/28/21,,,,,,,,,,
C04W,NW,NW,PIST,7.15,31.5,7/28/21,,,,,,,,,,
C04W,NW,NW,ACPE,1.1,4.1,7/28/21,,,,,,,,,,
C04W,NW,NW,PIST,1.65,10.1,7/28/21,,,,,,,,,,
C04W,NW,NW,ACRU,4.8,15.4,7/28/21,,,,,,,,,,
C04W,NW,SE,ACRU,1.65,6.6,7/28/21,,,,,,,,,,
C04W,NW,SE,ACRU,0.9,4.2,7/28/21,,,,,,,,,,
C04W,NW,SE,PIST,1.8,7.9,7/28/21,,,,,,,,,,
C04W,NW,SE,ACRU,2,8.2,7/28/21,,,,,,,,,,
C04W,NW,SE,ACRU,1.75,5.5,7/28/21,,,,,,,,,,
C04E,NE,NW,ACRU,2.6,14.4,7/28/21,,,,,,,,,,
C04E,NE,NW,ACRU,2.75,9.4,7/28/21,,,,,,,,,,
C04E,NE,NW,ACRU,1.45,7.7,7/28/21,,,,,,,,,,
C04E,NE,NW,ACRU,3.05,10.1,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,1.55,9.5,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,0.8,6.6,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,2.95,16.7,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,1.1,7.3,7/28/21,,,,,,,,,,
C04E,NE,SE,ACRU,1.9,8.8,7/28/21,,,,,,,,,,
C04E,NE,SE,AMEL,3,34,7/28/21,,,,,,,,,,
C04E,NE,SE,AMEL,2,20.9,7/28/21,,,,,,,,,,
B01W,SW,NW,ACPE,0.75,8.2,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,1.6,13,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,4.5,35,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,9.15,94,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,4.2,35.6,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,2.1,15.4,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,9.8,164,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,6.9,68,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,13.35,228,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,4.1,54.1,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,6.2,97.4,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,8.5,77.5,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,6.1,51.9,7/27/21,,,,,,,,,,
B01W,NW,NW,FAGR,3.1,15.5,7/27/21,,,,,,,,,,
C01W,NE,NW,QURU,2.5,8.2,7/27/21,,,,,,,,,,
C01W,NE,NW,ACRU,0.8,6.7,7/27/21,,,,,,,,,,
C01W,NE,NW,ACRU,1.45,9.6,7/27/21,,,,,,,,,,
C01W,SE,NW,ACRU,2.85,6.8,7/27/21,,,,,,,,,,
C01W,SW,NW,AMEL,1.95,14.6,7/27/21,,,,,,,,,,
C01W,SW,NW,AMEL,2.2,27.2,7/27/21,,,,,,,,,,
C01W,SW,NW,ACRU,2,13.7,7/27/21,,,,,,,,,,
C01W,SW,NW,AMEL,1.8,15,7/27/21,,,,,,,,,,
C01W,SW,NW,ACPE,1.3,13.8,7/27/21,,,,,,,,,,
C01W,SW,NW,AMEL,2.9,38.2,7/27/21,,,,,,,,,,
C01W,SW,NW,AMEL,5.3,45,7/27/21,,,,,,,,,,
C01W,SW,NW,AMEL,3,19.8,7/27/21,,,,,,,,,,
C01W,SW,NW,ACRU,1,6.9,7/27/21,,,,,,,,,,
C01W,NW,NW,ACRU,3.8,10.7,7/27/21,,,,,,,,,,
C01W,NW,NW,ACPE,1.25,4.8,7/27/21,,,,,,,,,,
C01W,NW,NW,ACRU,2.2,3.3,7/27/21,,,,,,,,,,
C01E,NE,NW,ACPE,1.35,5.6,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,1.35,7.2,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,1.5,9.2,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,3.7,21.1,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,2.15,11.1,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,1.25,7.1,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,2.5,24.6,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,1.45,9.6,7/27/21,,,,,,,,,,
C01E,NE,NW,ACRU,1.5,5.4,7/27/21,,,,,,,,,,
C01E,SE,NW,ACRU,1.1,7,7/27/21,,,,,,,,,,
C01E,SE,NW,AMEL,1.7,12,7/27/21,,,,,,,,,,
